scientific_name,count,height_M
Zanthoxylum piperitum,2,36.09
Ficus heterophylla,2,146.0
Artocarpus heterophyllus,2,39.37
Ligustrum,2,24.61
Auranticarpa rhombifolia,2,32.81
Hesperocyparis,2,88.58
Baccharis,2,29.53
Acer glabrum,2,29.53
Plumeria pudica,2,32.81
Livistona decipiens,2,81.2
Bauhinia aculeata,2,63.98
Plumbago auriculata,2,32.81
Michelia doltsopa,2,16.4
Nolina recurvata,2,0.0
Myoporum Banks,2,55.77
Thevetia peruviana,2,49.21
Hibiscus arnottianus,2,34.45
Ilex altaclarensis,2,24.61
Acer L.,2,45.93
Eucalyptus crebra,2,180.45
Pinus peuce,2,98.43
Acer diabolicum,2,73.82
Pittosporum Gaertn.,2,26.25
Ochna serrulata,2,19.69
Fraxinus quadrangulata,2,164.04
Cunninghamia,2,8.13
Cereus repandus,2,13.94
Colvillea racemosa,2,88.58
Calotropis gigantea,2,45.93
Cochlospermum vitifolium,2,121.39
Myoporum,2,49.21
Ravenala madagascariensis,2,68.9
Abies firma,2,155.84
Abies nordmanniana,2,147.64
Acacia dealbata,2,32.81
Phormium,2,27.89
Musa acuminata,2,19.69
Magnolia sprengeri,2,147.64
Quercus pagoda,2,15.57
Catalpa ovata,2,26.25
Quercus montana,2,32.81
Ptychosperma elegans,2,63.16
Fouquieria splendens,2,3.89
Calliandra tweedii,2,0.0
Halesia Ellis,2,0.0
Prunus incam,2,45.93
Prunus nigra,2,52.49
Ficus stricta,2,114.83
Corylus maxima,2,67.26
Parmentiera cereifera,2,39.37
Livistona rotundifolia,2,100.89
Acer mandshuricum,1,49.21
Zanthoxylum clava-herculis,1,98.43
Abies homolepis,1,147.64
Tibouchina urvilleana,1,29.53
Syzygium jambos,1,98.43
Thujopsis dolabrata,1,49.21
Acacia farnesiana,1,39.37
Aesculus neglecta,1,29.53
Trithrinax,1,49.21
Zanthoxylum fagara,1,59.06
Agathis macrophylla,1,206.69
Agathis robusta,1,144.36
Veitchia arecina,1,65.62
Unknown,1,0.0
Zelkova sinica,1,180.45
Amelanchier alnifolia,1,42.65
Acacia koaia,1,55.77
Yucca rostrata,1,26.25
Acoelorrhaphe wrightii,1,32.81
Tabebuia pallida,1,154.2
Trachelospermum jasminoides,1,22.97
Torreya californica,1,213.25
"Arbor SchrÃƒÆ’Ã†â€™Ãƒâ€šÃ‚Â¶der,",1,19.69
Tilia europaea,1,180.45
Xanthoceras sorbifolium,1,26.25
Xanthocyparis nootkatensis,1,49.21
Acacia smallii,1,26.25
Litchi chinensis,1,98.43
Albizia procera,1,62.34
Acacia decurrens,1,147.64
Albizia,1,32.81
Holodiscus discolor,1,19.69
Symplocos paniculata,1,42.65
Platymiscium pinnatum,1,75.46
Eucalyptus saligna,1,147.64
Eucalyptus parvifolia,1,180.45
Pittosporum pentandrum,1,59.06
Pittosporum resiniferum,1,137.8
Escallonia virgata,1,29.53
Hyophorbe verschaffeltii,1,91.86
Erythrina poeppigiana,1,49.21
Idesia polycarpa,1,49.21
Erythrina abyssinica,1,55.77
Eriobotrya,1,52.49
Eleagnus pungens,1,32.81
Pinus rigida,1,114.83
Elaeis guineensis,1,19.69
Elaeagnus umbellata,1,49.21
Populus acuminata,1,196.85
Echium candicans,1,42.65
Ilex myrtifolia,1,22.97
Dimocarpus longan,1,45.93
Markhamia hildebrandtii,1,0.0
Prosopis alba,1,52.49
Cydonia oblonga,1,32.81
Cunonia capensis,1,49.21
Eucalyptus tereticornis,1,0.0
Pinus pungens,1,26.25
Averrhoa carambola,1,59.06
Photinia,1,32.81
Nandina,1,22.97
Neoblechnum brasiliense,1,147.64
Osmanthus heterophyllus,1,42.65
Heliconia,1,19.69
Hamamelis intermedia,1,39.37
Hakea laurina,1,52.49
Persia,1,8.1
Guazuma ulmifolia,1,75.46
Gliricidia sepium,1,144.36
Phormium tenax,1,29.53
Physocarpus opulifolius,1,13.12
Pinus pumila,1,22.97
Picea engelmannii,1,39.37
Picea mariana,1,42.65
Picea rubens,1,141.08
Ficus virens,1,131.23
Pinus attenuata,1,49.21
Ficus rumphii,1,137.8
Ficus pseudopalma,1,65.62
Hydrangea,1,19.69
Ficus aurea,1,26.25
Falcataria moluccana,1,91.86
Crataegus mollis,1,91.86
Crataegus flava,1,82.02
Prunus maritima,1,49.21
Brugmansia versicolor,1,22.97
Quillaja saponaria,1,65.62
Rhamnus californica,1,49.21
Rhamnus caroliniana,1,127.95
Rhus copallina,1,72.18
Rhus hirta,1,59.06
Rhus laurina,1,0.0
Leptospermum,1,39.37
Calliandra haematocephala,1,18.04
Caesalpinia pulcherrima,1,36.09
Caesalpinia gilliesii,1,0.0
Brugmansia suaveolens,1,24.61
Manilkara zapota,1,91.86
Schefflera,1,49.21
Bombax,1,114.83
Bixa orellana,1,39.37
Sesbania grandiflora,1,32.81
Betula,1,0.0
Berberis thunbergii,1,19.69
Spondias dulcis,1,6.56
Bauhinia galpinii,1,22.97
Bambusa vulgaris,1,98.43
Bambusa,1,49.21
Carya aquatica,1,157.48
Carya illinoensis,1,114.83
Quercus prinoides,1,9.84
Cecropia peltata,1,118.11
Corylus cornuta,1,39.37
Psidium,1,22.97
Cordia boissieri,1,26.25
Pyracantha coccinea,1,26.25
Citrus tangelo,1,55.77
Malus transitoria,1,32.81
Citrus meyeri,1,65.62
Chamaedorea seifrizii,1,0.0
Quercus canbyi,1,75.46
Juniperus monosperma,1,108.27
Quercus dumosa,1,0.0
Malus communis,1,59.06
Cestrum nocturnum,1,39.37
Kalopanax pictus,1,82.02
Quercus glaucoides,1,42.65
Mahonia aquifolium,1,32.81
Quercus ilicifolia,1,82.02
Cephalanthus occidentalis,1,22.97
Lagunaria patersonia,1,114.83
Ceiba pentandra,1,259.19
Cedrus libani,1,114.83
Mahonia fremontii,1,65.62
